id,image,label,sample,m_majorAxis,Age
3957,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,63.566235,7349
3958,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Corynoneura spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,461.800507,7349
3959,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,508.28299,7349
3960,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,204.749039,7349
3961,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,1054.210815,7349
3962,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,75.598495,7349
3963,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,128.262146,7349
3964,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,562.066101,7349
3965,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,99.383842,7349
3966,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,584.250244,7349
3967,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,Corynoneura spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67122,763.719788,7349
3968,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,20.225864,7349
3969,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,583.998901,7349
3970,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,701.74823,7349
3971,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,108.997139,7349
3972,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,475.14444,7349
3973,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,1028.863159,7349
3974,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,48.692257,7349
3975,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,352.55188,7349
3976,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,53.235115,7349
3977,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,438.012604,7349
3978,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,110.525383,7349
3979,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,428.245056,7349
3980,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,144.04126,7349
3981,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,317.406891,7349
3982,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,65.083847,7349
3983,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,67.627632,7349
3984,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 1 [67975,357.034241,7349
3985,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [13360,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [13360,367.545471,7349
3986,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1906,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1906,537.705078,7349
3987,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,361.779846,7349
3988,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,447.103607,7349
3989,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,164.18924,7349
3990,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,940.209045,7349
3991,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,130.281128,7349
3992,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,498.542969,7349
3993,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,107.606316,7349
3994,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,514.14679,7349
3995,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Micropsectra radialis,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,528.055481,7349
3996,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,73.909286,7349
3997,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,397.523865,7349
3998,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,52.952919,7349
3999,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,531.005859,7349
4000,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,194.905396,7349
4001,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,33.004581,7349
4002,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,247.265289,7349
4003,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [1945,255.078995,7349
4004,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,104.25396,7349
4005,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Micropsectra radialis,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,728.956604,7349
4006,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Blurry specimens,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,120.17054,7349
4007,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,117.215584,7349
4008,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,388.309509,7349
4009,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,50.195377,7349
4010,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Multiple,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,921.980896,7349
4011,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,843.606445,7349
4012,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,567.759399,7349
4013,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,72.443344,7349
4014,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,542.231812,7349
4015,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,86.395515,7349
4016,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,126.684479,7349
4017,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,153.422195,7349
4018,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,127.634834,7349
4019,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Micropsectra radialis,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,736.932129,7349
4020,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [30197,105.683449,7349
4021,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,212.471527,7349
4022,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,292.241943,7349
4023,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Diatom,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,47.263096,7349
4024,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,107.725967,7349
4025,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,235.312363,7349
4026,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,86.913757,7349
4027,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,297.537567,7349
4028,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Corynoneura spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,316.906281,7349
4029,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Tanypodinae,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,386.546661,7349
4030,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,82.173119,7349
4031,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,438.753723,7349
4032,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,647.142944,7349
4033,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,91.101082,7349
4034,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Corynoneura spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,475.013794,7349
4035,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,223.680649,7349
4036,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,894.068298,7349
4037,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,102.836479,7349
4038,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,471.365173,7349
4039,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,209.069839,7349
4040,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,75.887413,7349
4041,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,435.990631,7349
4042,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,229.859604,7349
4043,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,118.07309,7349
4044,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Micropsectra radialis,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,1163.359985,7349
4045,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,206.078171,7349
4046,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,780.854431,7349
4047,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [31128,455.373138,7349
4048,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,182.0952,7349
4049,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,106.000679,7349
4050,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,100.182152,7349
4051,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Multiple,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,834.349731,7349
4052,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Blurry specimens,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,35.430412,7349
4053,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,508.214172,7349
4054,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,105.28801,7349
4055,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,661.93866,7349
4056,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Mandible,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,262.375946,7349
4057,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,131.656036,7349
4058,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,632.520569,7349
4059,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Pollen,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,31.225546,7349
4060,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,602.984314,7349
4061,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,223.891602,7349
4062,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Fragmented hc,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,393.054413,7349
4063,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,151.223526,7349
4064,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,535.324219,7349
4065,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,363.109375,7349
4066,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,59.185856,7349
4067,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Micropsectra radialis,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,980.109436,7349
4068,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,100.345131,7349
4069,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,438.362305,7349
4070,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,240.919846,7349
4071,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,126.290092,7349
4072,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,20.115589,7349
4073,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [3919,73.456528,7349
4074,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,Blurry specimens,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,99.31015,7349
4075,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,210.160233,7349
4076,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,Psectrocladius spp,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,373.021393,7349
4077,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,Background,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,164.453018,7349
4078,D:\insectPtemp_repo\images\Segmented images ldrs\Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,Particles,Annotation-LDRS-06-01 Dr02 18_19 DEF ABC 3 [64777,70.109299,7349
