id,image,label,Lake,sample,m_majorAxis,id1
5456,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [64623,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [64623,238.54892105000002,60
1971,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-60_B_VELICKE P.scn  1 [64778,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [64778,179.8207444,60
2459,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-60_B_VELICKE P.scn  1 [64875,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [64875,202.8085389,60
5457,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [65886,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [65886,386.94007275000007,60
5458,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [66194,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [66194,149.96570435,60
5459,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [68491,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [68491,410.27589735000004,60
2140,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Eukiefferiella-60_B_VELICKE P.scn  1 [68624,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [68624,338.18148485,60
5460,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [69700,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [69700,251.46217195000003,60
1972,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-60_B_VELICKE P.scn  1 [70207,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [70207,142.58469720000002,60
2810,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Cricotopus-60_B_VELICKE P.scn  1 [70709,Particles,Velicke,60_B_VELICKE P.scn  1 [70709,32.388291100000004,60
1973,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Cricotopus-60_B_VELICKE P.scn  1 [70709,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [70709,143.382338,60
728,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-60_B_VELICKE P.scn  1 [71063,Heterotrissocladius marcidus,Velicke,60_B_VELICKE P.scn  1 [71063,216.77912300000003,60
5461,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [72190,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [72190,423.0437926,60
3846,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Particles,Velicke,60_B_VELICKE P.scn  1 [73772,26.917920150000004,60
3847,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Fragmented hc,Velicke,60_B_VELICKE P.scn  1 [73772,151.5329728,60
3848,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Particles,Velicke,60_B_VELICKE P.scn  1 [73772,40.28490235,60
3849,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Background,Velicke,60_B_VELICKE P.scn  1 [73772,24.031846850000004,60
3850,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Particles,Velicke,60_B_VELICKE P.scn  1 [73772,26.309257700000003,60
3851,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Background,Velicke,60_B_VELICKE P.scn  1 [73772,10.02442155,60
4296,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanypodinae\Tanypodinae-60_B_VELICKE P.scn  1 [73772,Tanypodinae,Velicke,60_B_VELICKE P.scn  1 [73772,504.82077635,60
1447,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-60_B_VELICKE P.scn  1 [7479,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [7479,443.14628600000003,60
2946,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-60_B_VELICKE P.scn  1 [7479,Fragmented hc,Velicke,60_B_VELICKE P.scn  1 [7479,192.46698460000002,60
5462,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [76519,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [76519,393.2984407,60
2141,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Eukiefferiella-60_B_VELICKE P.scn  1 [76519,Orthocladiinae Diamesinae,Velicke,60_B_VELICKE P.scn  1 [76519,222.33793615000002,60
3997,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-60_B_VELICKE P.scn  1 [77764,Background,Velicke,60_B_VELICKE P.scn  1 [77764,46.71613705,60
5463,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [77764,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [77764,239.472464,60
5464,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [78685,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [78685,250.15778480000003,60
5465,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [8650,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [8650,350.5238891,60
5466,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-60_B_VELICKE P.scn  1 [9898,Tanytarsus lugens,Velicke,60_B_VELICKE P.scn  1 [9898,430.10986920000005,60
290,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Micropsectra radialis-61_B_VZB-I.scn  1 [3638,Fragmented hc,Vysne Zabie Bielovodske,61_B_VZB,678.6517947000001,61
291,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Micropsectra radialis-61_B_VZB-I.scn  1 [72944,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,658.81493535,61
400,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius full_hc\Heterotrissocladius marcidus-61_B_VZB-I.scn  1 [14879,Tanytarsus lugens,Vysne Zabie Bielovodske,61_B_VZB,543.6603975,61
401,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius full_hc\Heterotrissocladius marcidus-61_B_VZB-I.scn  1 [19622,Heterotrissocladius marcidus,Vysne Zabie Bielovodske,61_B_VZB,534.4959015000001,61
1448,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [10359,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,558.53903215,61
1449,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [10677,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,333.98370665000004,61
1450,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [11276,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,534.1990478,61
1451,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [12236,Orthocladiinae Diamesinae,Vysne Zabie Bielovodske,61_B_VZB,574.45338115,61
1452,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [12334,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,592.17295555,61
1453,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [12585,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,437.4907592,61
1454,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [1272,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,825.18651105,61
1455,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [13817,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,467.66667200000006,61
1456,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [13852,Tanytarsus lugens,Vysne Zabie Bielovodske,61_B_VZB,469.38773805,61
1457,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [14477,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,511.54206235000004,61
1458,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [15136,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,629.1707273500001,61
1459,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [15918,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,510.54371060000005,61
1460,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [16768,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,360.4582641,61
1461,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [17443,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,521.6507967000001,61
1462,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [17499,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,504.41831385,61
1463,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [17942,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,361.13881540000006,61
1464,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [2705,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,616.66554565,61
1465,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [3259,Tanytarsus spp,Vysne Zabie Bielovodske,61_B_VZB,528.2971892,61
1466,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [3827,Heterotrissocladius marcidus,Vysne Zabie Bielovodske,61_B_VZB,551.9581666500001,61
1467,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [3849,Tanytarsus spp,Vysne Zabie Bielovodske,61_B_VZB,522.6935609500001,61
1468,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [5282,Tanytarsus lugens,Vysne Zabie Bielovodske,61_B_VZB,473.4984375,61
1469,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [5352,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,521.69759235,61
1470,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [57438,Orthocladiinae Diamesinae,Vysne Zabie Bielovodske,61_B_VZB,623.2870303000001,61
1471,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [5786,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,485.692163,61
1472,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [61810,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,657.6636412500001,61
1473,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [64746,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,470.23714320000005,61
1474,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [6561,Tanytarsus lugens,Vysne Zabie Bielovodske,61_B_VZB,602.8913759000001,61
1475,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [65899,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,554.19398485,61
1476,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [69400,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,466.04121080000004,61
1477,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [70798,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,325.4684752,61
1478,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [72071,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,362.86669595,61
1479,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [74131,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,530.60974725,61
1480,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [74230,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,350.41257350000006,61
1481,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [7938,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,642.8930662000001,61
1482,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [8360,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,513.99806205,61
1483,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [8396,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,521.3042939500001,61
1484,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [8702,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,659.96052265,61
1485,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [9183,Paratanytarsus austriacus,Vysne Zabie Bielovodske,61_B_VZB,349.42328465,61
1486,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [9723,Micropsectra radialis,Vysne Zabie Bielovodske,61_B_VZB,429.3394534000001,61
1487,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-61_B_VZB-I.scn  1 [9783,Orthocladiinae Diamesinae,Vysne Zabie Bielovodske,61_B_VZB,601.1732969,61
2947,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [10359,Background,Vysne Zabie Bielovodske,61_B_VZB,41.03074635,61
2948,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [12236,Blurry specimens,Vysne Zabie Bielovodske,61_B_VZB,69.36825885,61
2949,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [1272,Background,Vysne Zabie Bielovodske,61_B_VZB,57.24392135000001,61
2950,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [13817,Background,Vysne Zabie Bielovodske,61_B_VZB,33.5456506,61
2951,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [14041,Diatom,Vysne Zabie Bielovodske,61_B_VZB,153.8609556,61
2952,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [14041,Background,Vysne Zabie Bielovodske,61_B_VZB,37.20633455,61
2953,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [15918,Background,Vysne Zabie Bielovodske,61_B_VZB,37.3928621,61
2954,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [16017,Background,Vysne Zabie Bielovodske,61_B_VZB,45.51020485000001,61
2955,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [17443,Background,Vysne Zabie Bielovodske,61_B_VZB,30.20080855,61
2956,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [17499,Background,Vysne Zabie Bielovodske,61_B_VZB,65.60548885,61
2957,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [17499,Background,Vysne Zabie Bielovodske,61_B_VZB,83.1513122,61
2958,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [17942,Background,Vysne Zabie Bielovodske,61_B_VZB,37.9522825,61
2959,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [17942,Background,Vysne Zabie Bielovodske,61_B_VZB,48.948275200000005,61
2960,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [3638,Background,Vysne Zabie Bielovodske,61_B_VZB,60.001616950000006,61
2961,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [3638,Background,Vysne Zabie Bielovodske,61_B_VZB,26.34670665,61
2962,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [5450,Background,Vysne Zabie Bielovodske,61_B_VZB,20.98932165,61
2963,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [59734,Diatom,Vysne Zabie Bielovodske,61_B_VZB,81.78551865,61
2964,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [61810,Background,Vysne Zabie Bielovodske,61_B_VZB,50.66970260000001,61
2965,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [64746,Fragmented hc,Vysne Zabie Bielovodske,61_B_VZB,32.1311375,61
2966,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [65899,Particles,Vysne Zabie Bielovodske,61_B_VZB,54.43278720000001,61
2967,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [67976,Background,Vysne Zabie Bielovodske,61_B_VZB,29.382448700000005,61
2968,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [8702,Blurry specimens,Vysne Zabie Bielovodske,61_B_VZB,40.471355100000004,61
2969,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [9723,Diatom,Vysne Zabie Bielovodske,61_B_VZB,59.953692700000005,61
2970,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [9783,Particles,Vysne Zabie Bielovodske,61_B_VZB,62.52253150000001,61
2971,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [9783,Background,Vysne Zabie Bielovodske,61_B_VZB,46.330614000000004,61
2972,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Micropsectra radialis-61_B_VZB-I.scn  1 [9783,Blurry specimens,Vysne Zabie Bielovodske,61_B_VZB,45.51699845,61
3060,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Multiple headcapsules-61_B_VZB-I.scn  1 [59457,Diatom,Vysne Zabie Bielovodske,61_B_VZB,79.54527735,61
3061,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Multiple headcapsules-61_B_VZB-I.scn  1 [72131,Particles,Vysne Zabie Bielovodske,61_B_VZB,51.71387265,61
3062,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Multiple headcapsules-61_B_VZB-I.scn  1 [72131,Particles,Vysne Zabie Bielovodske,61_B_VZB,38.68368295,61
3214,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-61_B_VZB-I.scn  1 [11247,Particles,Vysne Zabie Bielovodske,61_B_VZB,23.19713275,61
3215,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-61_B_VZB-I.scn  1 [59879,Particles,Vysne Zabie Bielovodske,61_B_VZB,54.6877463,61
3216,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-61_B_VZB-I.scn  1 [59879,Particles,Vysne Zabie Bielovodske,61_B_VZB,45.49077665000001,61
3217,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-61_B_VZB-I.scn  1 [59879,Diatom,Vysne Zabie Bielovodske,61_B_VZB,23.53713175,61
3218,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Psectrocladius-61_B_VZB-I.scn  1 [63162,Particles,Vysne Zabie Bielovodske,61_B_VZB,48.45483555,61
4063,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [61772,Particles,Vysne Zabie Bielovodske,61_B_VZB,57.6356253,61
4064,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [61772,Particles,Vysne Zabie Bielovodske,61_B_VZB,64.47996775,61
4065,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [61772,Particles,Vysne Zabie Bielovodske,61_B_VZB,39.87635135000001,61
4066,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63366,Particles,Vysne Zabie Bielovodske,61_B_VZB,20.5025579,61
4067,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63366,Particles,Vysne Zabie Bielovodske,61_B_VZB,66.6827458,61
4068,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63366,Blurry specimens,Vysne Zabie Bielovodske,61_B_VZB,19.27834315,61
4069,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63366,Particles,Vysne Zabie Bielovodske,61_B_VZB,59.1405595,61
4070,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63542,Particles,Vysne Zabie Bielovodske,61_B_VZB,39.2291845,61
4071,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [63542,Particles,Vysne Zabie Bielovodske,61_B_VZB,32.843961150000005,61
4072,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [65348,Particles,Vysne Zabie Bielovodske,61_B_VZB,41.910157850000004,61
4073,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Zavrelimyia-61_B_VZB-I.scn  1 [67079,Particles,Vysne Zabie Bielovodske,61_B_VZB,27.55524695,61
