id,image,label,Lake,sample,m_majorAxis
252,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [84484,Fragmented hc,Slavkovske,45_B_Slavkovske pleso.scn  1 [84484,365.761261
4911,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsus pallidicornis-45_B_Slavkovske pleso.scn  1 [84591,Tanytarsus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [84591,660.825195
1941,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Annotation-45_B_Slavkovske pleso.scn  1 [85444,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [85444,385.415833
44,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [85684,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [85684,698.624451
253,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [87113,Fragmented hc,Slavkovske,45_B_Slavkovske pleso.scn  1 [87113,801.732178
2766,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [87113,Background,Slavkovske,45_B_Slavkovske pleso.scn  1 [87113,67.655594
4912,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsus pallidicornis-45_B_Slavkovske pleso.scn  1 [87634,Psectrocladius spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [87634,708.698425
2534,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Zalutschia-45_B_Slavkovske pleso.scn  1 [87949,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [87949,467.603119
2535,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Zalutschia-45_B_Slavkovske pleso.scn  1 [87983,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [87983,458.215332
77,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Endochironomus impar-45_B_Slavkovske pleso.scn  1 [88661,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [88661,560.08844
2231,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Psectrocladius-45_B_Slavkovske pleso.scn  1 [90232,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [90232,373.381104
128,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomus full hc\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [90300,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [90300,1185.942993
2767,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [90300,Particles,Slavkovske,45_B_Slavkovske pleso.scn  1 [90300,91.306015
45,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [90903,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [90903,537.191345
46,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [91055,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [91055,743.567139
129,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomus full hc\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [91448,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [91448,769.430176
2768,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [91448,Particles,Slavkovske,45_B_Slavkovske pleso.scn  1 [91448,48.557381
4913,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsini\Tanytarsus pallidicornis-45_B_Slavkovske pleso.scn  1 [92967,Fragmented hc,Slavkovske,45_B_Slavkovske pleso.scn  1 [92967,688.623352
47,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [93398,Chironomus spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [93398,956.156433
248,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Corynoneura arctica type\Corynoneura artica type-45_B_Slavkovske pleso.scn  1 [93610,Corynoneura spp,Slavkovske,45_B_Slavkovske pleso.scn  1 [93610,428.153595
348,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Fragmented hc,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,630.179565
3834,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Background,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,211.906631
3835,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Background,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,121.239189
3836,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Blurry specimens,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,200.710236
3837,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Fragmented hc,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,300.859741
3838,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Background,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,30.647108
3839,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanypodinae-45_B_Slavkovske pleso.scn  1 [93960,Background,Slavkovske,45_B_Slavkovske pleso.scn  1 [93960,122.37648
2536,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Zalutschia-45_B_Slavkovske pleso.scn  1 [94530,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [94530,466.696136
1942,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Annotation-45_B_Slavkovske pleso.scn  1 [95812,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [95812,351.845459
48,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Chironomini\Chironomus anthracinus-45_B_Slavkovske pleso.scn  1 [96228,Orthocladiinae Diamesinae,Slavkovske,45_B_Slavkovske pleso.scn  1 [96228,539.320496
2420,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [1079,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [1079,792.924988
2421,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [1143,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [1143,612.669067
3272,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [11504,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [11504,171.237518
3273,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [11504,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [11504,126.235802
2422,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [11504,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [11504,1020.453186
2423,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [12280,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [12280,540.301514
2424,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [14236,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [14236,170.317352
2425,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [14287,Fragmented hc,Vysne Terianske,47_B_Vysne Terianske.scn  1 [14287,298.92627
2426,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [14287,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [14287,353.321991
2427,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [14570,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [14570,616.364258
316,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [15720,Multiple,Vysne Terianske,47_B_Vysne Terianske.scn  1 [15720,653.358459
3274,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [15720,Acari spp,Vysne Terianske,47_B_Vysne Terianske.scn  1 [15720,98.483139
3275,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [15720,Diatom,Vysne Terianske,47_B_Vysne Terianske.scn  1 [15720,96.222641
3276,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [15720,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [15720,258.082214
2428,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [1766,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [1766,786.144104
2429,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [18464,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [18464,1096.595215
2512,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudokiefferiella-47_B_Vysne Terianske.scn  1 [2016,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [2016,833.470154
2513,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudokiefferiella-47_B_Vysne Terianske.scn  1 [20883,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [20883,638.913025
317,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [21273,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [21273,1254.164917
3277,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [21273,Particles,Vysne Terianske,47_B_Vysne Terianske.scn  1 [21273,99.541878
3278,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [21273,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [21273,698.97229
3279,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [21273,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [21273,58.025539
3280,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [21273,Particles,Vysne Terianske,47_B_Vysne Terianske.scn  1 [21273,85.004509
2430,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [39091,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [39091,798.589539
3281,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [39749,Particles,Vysne Terianske,47_B_Vysne Terianske.scn  1 [39749,153.435669
3282,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [39749,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [39749,127.996536
2431,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [39749,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [39749,917.991577
2514,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudokiefferiella-47_B_Vysne Terianske.scn  1 [41076,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [41076,640.013245
2432,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [41613,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [41613,767.299622
2433,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [43142,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [43142,563.452698
3283,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [43292,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [43292,116.547356
2434,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [43292,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [43292,570.579102
2435,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [44086,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [44086,329.815491
2436,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [44626,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [44626,472.508179
2437,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [47745,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [47745,465.631073
2438,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [4890,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [4890,999.495544
2439,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [5027,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [5027,1312.201904
3284,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [50553,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [50553,37.162144
2440,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [50553,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [50553,699.295044
590,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [50809,Heterotrissocladius marcidus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [50809,766.560852
2441,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [51480,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [51480,498.64447
263,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\fragmented hc\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [52223,Fragmented hc,Vysne Terianske,47_B_Vysne Terianske.scn  1 [52223,854.327637
2442,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [53418,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [53418,554.942627
591,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [53995,Heterotrissocladius marcidus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [53995,768.435059
3285,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [54006,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [54006,95.908745
2443,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [54006,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [54006,552.351257
2515,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudokiefferiella-47_B_Vysne Terianske.scn  1 [5611,Paratanytarsus austriacus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [5611,561.30719
592,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [5623,Heterotrissocladius marcidus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [5623,958.249146
593,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [56792,Heterotrissocladius marcidus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [56792,696.443176
3286,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [7602,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [7602,455.567871
3287,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [7602,Background,Vysne Terianske,47_B_Vysne Terianske.scn  1 [7602,78.649414
3288,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [7602,Particles,Vysne Terianske,47_B_Vysne Terianske.scn  1 [7602,69.82061
2444,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [7602,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [7602,401.261749
2445,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [8253,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [8253,625.542786
594,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-47_B_Vysne Terianske.scn  1 [85332,Heterotrissocladius marcidus,Vysne Terianske,47_B_Vysne Terianske.scn  1 [85332,426.40451
2035,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-47_B_Vysne Terianske.scn  1 [87404,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [87404,444.213074
2446,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Pseudodiamesa-47_B_Vysne Terianske.scn  1 [8744,Orthocladiinae Diamesinae,Vysne Terianske,47_B_Vysne Terianske.scn  1 [8744,1334.286255
2036,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [11614,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [11614,576.843018
2037,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [11745,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [11745,678.749146
15,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\blurry\Micropsectra radialis-48_B_Zelene kacacie pleso.scn  1 [13016,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [13016,613.543091
2038,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [14394,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [14394,615.118347
2039,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [15336,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [15336,680.726807
2040,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [16474,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [16474,633.417969
1383,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Micropsectra radialis\Micropsectra radialis-48_B_Zelene kacacie pleso.scn  1 [16731,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [16731,815.402283
2041,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [18009,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [18009,544.513733
396,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius full_hc\Heterotrissocladius marcidus-48_B_Zelene kacacie pleso.scn  1 [18236,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [18236,1200.764893
16,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\blurry\Micropsectra radialis-48_B_Zelene kacacie pleso.scn  1 [18382,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [18382,942.876892
2042,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [18636,Orthocladiinae Diamesinae,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [18636,725.0755
3986,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\particle\Tanytarsus lugens-48_B_Zelene kacacie pleso.scn  1 [20444,Background,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [20444,102.200569
5414,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Tanytarsus  lugens\Tanytarsus lugens-48_B_Zelene kacacie pleso.scn  1 [20444,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [20444,604.828247
17,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\blurry\Micropsectra radialis-48_B_Zelene kacacie pleso.scn  1 [20764,Blurry specimens,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [20764,912.388489
2043,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [43797,unsure,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [43797,1021.444275
2044,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [44574,Orthocladiinae Diamesinae,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [44574,477.361786
2045,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [45485,Orthocladiinae Diamesinae,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [45485,442.604401
595,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Heterotrissocladius marcidus\Heterotrissocladius marcidus-48_B_Zelene kacacie pleso.scn  1 [47304,Heterotrissocladius marcidus,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [47304,642.758789
2046,D:\insectPtemp_repo\images\Slovakian lakes\SK_train_images_20250311_220338\Orthocladiinae#Diamesinae\Diamesa-48_B_Zelene kacacie pleso.scn  1 [47338,Orthocladiinae Diamesinae,Zelene Kacacie,48_B_Zelene kacacie pleso.scn  1 [47338,447.816772
