id,image,label,sample,m_majorAxis
2637,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0717-HIJ B7C1 17-18,Microtendipes pedellus,0717-HIJ B7C1 17-18,38.020329
2638,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0718-HIJ B7C1 17-18,Microtendipes pedellus,0718-HIJ B7C1 17-18,198.06987
2639,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0723-HIJ B7C1 18-19,Microtendipes pedellus,0723-HIJ B7C1 18-19,75.998993
2640,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0724-HIJ B7C1 18-19,Microtendipes pedellus,0724-HIJ B7C1 18-19,109.578674
2641,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0725-HIJ B7C1 18-19,Microtendipes pedellus,0725-HIJ B7C1 18-19,70.192886
2642,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0731-HIJ B7C1 18-19,Microtendipes pedellus,0731-HIJ B7C1 18-19,115.174469
2643,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0733-HIJ B7C1 18-19,Microtendipes pedellus,0733-HIJ B7C1 18-19,205.439957
2644,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0735-HIJ B7C1 18-19,Microtendipes pedellus,0735-HIJ B7C1 18-19,167.931503
2645,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0741-HIJ B7C1 18-19,Microtendipes pedellus,0741-HIJ B7C1 18-19,190.474365
2646,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0743-HIJ B7C1 18-19,Microtendipes pedellus,0743-HIJ B7C1 18-19,215.222672
2647,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0744-HIJ B7C1 18-19,Microtendipes pedellus,0744-HIJ B7C1 18-19,81.485291
2648,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0746-HIJ B7C1 18-19,Microtendipes pedellus,0746-HIJ B7C1 18-19,215.547379
2649,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0749-HIJ B7C1 18-19,Microtendipes pedellus,0749-HIJ B7C1 18-19,76.960892
2650,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0750-HIJ B7C1 18-19,Microtendipes pedellus,0750-HIJ B7C1 18-19,86.41803
2652,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0754-HIJ B7C1 18-19,Microtendipes pedellus,0754-HIJ B7C1 18-19,201.470978
2653,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0761-HIJ B7C1 18-19,Microtendipes pedellus,0761-HIJ B7C1 18-19,78.944
2654,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0771-HIJ B7C1 18-19,Microtendipes pedellus,0771-HIJ B7C1 18-19,226.455368
2655,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0773-HIJ B7C1 18-19,Microtendipes pedellus,0773-HIJ B7C1 18-19,114.186447
2656,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0780-HIJ B7C1 18-19,Microtendipes pedellus,0780-HIJ B7C1 18-19,131.816681
2657,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0781-HIJ B7C1 18-19,Microtendipes pedellus,0781-HIJ B7C1 18-19,190.414536
2658,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0782-HIJ B7C1 18-19,Microtendipes pedellus,0782-HIJ B7C1 18-19,87.46067
2659,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0791-HIJ B7C1 18-19,Microtendipes pedellus,0791-HIJ B7C1 18-19,193.326263
2660,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0801-HIJ B7C1 18-19,Microtendipes pedellus,0801-HIJ B7C1 18-19,222.431641
2661,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0809-HIJ B7C1 18-19,Microtendipes pedellus,0809-HIJ B7C1 18-19,84.778061
2662,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0811-HIJ B7C1 18-19,Microtendipes pedellus,0811-HIJ B7C1 18-19,117.394112
2663,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0812-HIJ B7C1 18-19,Microtendipes pedellus,0812-HIJ B7C1 18-19,155.391998
2664,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0813-HIJ B7C1 18-19,Microtendipes pedellus,0813-HIJ B7C1 18-19,228.797516
2665,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0815-HIJ B7C1 18-19,Microtendipes pedellus,0815-HIJ B7C1 18-19,155.230835
2666,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0817-HIJ B7C1 18-19,Microtendipes pedellus,0817-HIJ B7C1 18-19,114.58551
2667,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0824-HIJ B7C1 18-19,Microtendipes pedellus,0824-HIJ B7C1 18-19,206.054932
2668,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0834-HIJ B7C1 19-20,Microtendipes pedellus,0834-HIJ B7C1 19-20,78.822868
2669,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0836-HIJ B7C1 19-20,Microtendipes pedellus,0836-HIJ B7C1 19-20,206.993729
2670,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0837-HIJ B7C1 19-20,Microtendipes pedellus,0837-HIJ B7C1 19-20,81.789146
2671,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0840-HIJ B7C1 19-20,Microtendipes pedellus,0840-HIJ B7C1 19-20,327.834717
2672,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0846-HIJ B7C1 19-20,Microtendipes pedellus,0846-HIJ B7C1 19-20,128.511581
2673,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0852-HIJ B7C1 19-20,Microtendipes pedellus,0852-HIJ B7C1 19-20,77.058464
2674,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0853-HIJ B7C1 19-20,Microtendipes pedellus,0853-HIJ B7C1 19-20,77.032921
2675,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0855-HIJ B7C1 19-20,Microtendipes pedellus,0855-HIJ B7C1 19-20,173.669754
2676,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0856-HIJ B7C1 19-20,Microtendipes pedellus,0856-HIJ B7C1 19-20,110.238922
2677,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0857-HIJ B7C1 19-20,Microtendipes pedellus,0857-HIJ B7C1 19-20,183.441864
2678,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0876-HIJ B7C1 19-20,Microtendipes pedellus,0876-HIJ B7C1 19-20,58.290649
2679,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0877-HIJ B7C1 19-20,Microtendipes pedellus,0877-HIJ B7C1 19-20,220.582321
2680,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0879-HIJ B7C1 19-20,Microtendipes pedellus,0879-HIJ B7C1 19-20,227.768448
2681,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0880-HIJ B7C1 19-20,Microtendipes pedellus,0880-HIJ B7C1 19-20,184.445145
2682,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0882-HIJ B7C1 19-20,Microtendipes pedellus,0882-HIJ B7C1 19-20,74.770088
2683,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0888-HIJ B7C1 19-20,Microtendipes pedellus,0888-HIJ B7C1 19-20,180.054764
2684,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0894-HIJ B7C1 19-20,Microtendipes pedellus,0894-HIJ B7C1 19-20,193.517532
2685,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0895-HIJ B7C1 19-20,Microtendipes pedellus,0895-HIJ B7C1 19-20,75.5187
2686,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0913-HIJ B7C1 20-21 .czi - ScanRegion12.jpg,Microtendipes pedellus,0913-HIJ B7C1 20-21 ,156.401978
2687,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0914-HIJ B7C1 20-21 .czi - ScanRegion12.jpg,Microtendipes pedellus,0914-HIJ B7C1 20-21 ,145.203918
2688,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0918-HIJ B7C1 20-21 .czi - ScanRegion5.jpg,Microtendipes pedellus,0918-HIJ B7C1 20-21 ,151.6875
2689,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0922-HIJ B7C1 20-21 .czi - ScanRegion12.jpg,Microtendipes pedellus,0922-HIJ B7C1 20-21 ,215.453262
2690,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0930-HIJ B7C1 20-21 .czi - ScanRegion13.jpg,Microtendipes pedellus,0930-HIJ B7C1 20-21 ,115.968567
2691,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0931-HIJ B7C1 20-21 .czi - ScanRegion13.jpg,Microtendipes pedellus,0931-HIJ B7C1 20-21 ,55.327835
2692,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0947-HIJ B7C1 20-21 .czi - ScanRegion14.jpg,Microtendipes pedellus,0947-HIJ B7C1 20-21 ,93.486549
2693,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0950-HIJ B7C1 20-21 .czi - ScanRegion19.jpg,Microtendipes pedellus,0950-HIJ B7C1 20-21 ,71.930084
2694,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0952-HIJ B7C1 20-21 .czi - ScanRegion4.jpg,Microtendipes pedellus,0952-HIJ B7C1 20-21 ,62.216652
2695,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0954-HIJ B7C1 20-21 .czi - ScanRegion4.jpg,Microtendipes pedellus,0954-HIJ B7C1 20-21 ,110.421776
2696,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0956-HIJ B7C1 20-21 .czi - ScanRegion4.jpg,Microtendipes pedellus,0956-HIJ B7C1 20-21 ,221.146057
2697,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0969-HIJ B7C1 20-21 .czi - ScanRegion6.jpg,Microtendipes pedellus,0969-HIJ B7C1 20-21 ,212.982452
2699,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0972-HIJ B7C1 20-21 .czi - ScanRegion6.jpg,Microtendipes pedellus,0972-HIJ B7C1 20-21 ,196.079376
2700,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0974-HIJ B7C1 20-21 .czi - ScanRegion7.jpg,Microtendipes pedellus,0974-HIJ B7C1 20-21 ,104.900261
2701,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0980-HIJ B7C1 20-21 .czi - ScanRegion7.jpg,Microtendipes pedellus,0980-HIJ B7C1 20-21 ,82.483673
2702,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0981-HIJ B7C1 20-21 .czi - ScanRegion7.jpg,Microtendipes pedellus,0981-HIJ B7C1 20-21 ,95.247925
2703,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0993-HIJ B7C1 20-21 .czi - ScanRegion8.jpg,Microtendipes pedellus,0993-HIJ B7C1 20-21 ,52.852547
2704,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\0998-HIJ B7C1 20-21 .czi - ScanRegion8.jpg,Microtendipes pedellus,0998-HIJ B7C1 20-21 ,112.212494
2705,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1010-HIJ B7C1 20-21 .czi - ScanRegion9.jpg,Microtendipes pedellus,1010-HIJ B7C1 20-21 ,50.921455
2706,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1012-HIJ B7C1 20-21 .czi - ScanRegion9.jpg,Microtendipes pedellus,1012-HIJ B7C1 20-21 ,86.509041
2708,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1016-HIJ B7C1 21-22 4ml.czi - ScanRegion10.jpg,Microtendipes pedellus,1016-HIJ B7C1 21-22 ,46.088306
2710,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1030-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1030-HIJ B7C1 21-22 ,124.076286
2711,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1035-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1035-HIJ B7C1 21-22 ,162.384857
2712,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1036-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1036-HIJ B7C1 21-22 ,203.548035
2713,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1041-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1041-HIJ B7C1 21-22 ,103.826241
2714,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1043-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1043-HIJ B7C1 21-22 ,69.54454
2715,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1045-HIJ B7C1 21-22 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1045-HIJ B7C1 21-22 ,97.466118
2716,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1049-HIJ B7C1 21-22 4ml.czi - ScanRegion16.jpg,Microtendipes pedellus,1049-HIJ B7C1 21-22 ,94.945168
2717,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1051-HIJ B7C1 21-22 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1051-HIJ B7C1 21-22 ,82.226692
2718,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1053-HIJ B7C1 21-22 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1053-HIJ B7C1 21-22 ,72.422752
2719,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1057-HIJ B7C1 21-22 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1057-HIJ B7C1 21-22 ,68.222824
2720,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1073-HIJ B7C1 21-22 4ml.czi - ScanRegion19.jpg,Microtendipes pedellus,1073-HIJ B7C1 21-22 ,83.78933
2721,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1088-HIJ B7C1 21-22 4ml.czi - ScanRegion20.jpg,Microtendipes pedellus,1088-HIJ B7C1 21-22 ,85.457573
2722,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1089-HIJ B7C1 21-22 4ml.czi - ScanRegion21.jpg,Microtendipes pedellus,1089-HIJ B7C1 21-22 ,179.573227
2723,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1095-HIJ B7C1 21-22 4ml.czi - ScanRegion5.jpg,Microtendipes pedellus,1095-HIJ B7C1 21-22 ,173.225891
2724,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1121-HIJ B7C1 22-23 4ml.czi - ScanRegion13.jpg,Microtendipes pedellus,1121-HIJ B7C1 22-23 ,219.056976
2725,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1147-HIJ B7C1 22-23 4ml.czi - ScanRegion16.jpg,Microtendipes pedellus,1147-HIJ B7C1 22-23 ,73.866547
2726,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1152-HIJ B7C1 22-23 4ml.czi - ScanRegion16.jpg,Microtendipes pedellus,1152-HIJ B7C1 22-23 ,149.733749
2727,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1155-HIJ B7C1 22-23 4ml.czi - ScanRegion17.jpg,Microtendipes pedellus,1155-HIJ B7C1 22-23 ,78.403442
2728,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1157-HIJ B7C1 22-23 4ml.czi - ScanRegion17.jpg,Microtendipes pedellus,1157-HIJ B7C1 22-23 ,108.723015
2729,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1159-HIJ B7C1 22-23 4ml.czi - ScanRegion17.jpg,Microtendipes pedellus,1159-HIJ B7C1 22-23 ,102.666069
2730,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1163-HIJ B7C1 22-23 4ml.czi - ScanRegion17.jpg,Microtendipes pedellus,1163-HIJ B7C1 22-23 ,125.528587
2731,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1168-HIJ B7C1 22-23 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1168-HIJ B7C1 22-23 ,95.742691
2732,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1170-HIJ B7C1 22-23 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1170-HIJ B7C1 22-23 ,116.243568
2733,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1172-HIJ B7C1 22-23 4ml.czi - ScanRegion18.jpg,Microtendipes pedellus,1172-HIJ B7C1 22-23 ,77.044533
2735,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1192-HIJ B7C1 22-23 4ml.czi - ScanRegion2.jpg,Microtendipes pedellus,1192-HIJ B7C1 22-23 ,92.064583
2736,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1211-HIJ B7C1 22-23 4ml.czi - ScanRegion9.jpg,Microtendipes pedellus,1211-HIJ B7C1 22-23 ,201.436386
2737,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1217-HIJ B7C1 22-23 4ml_1.czi - ScanRegion16.jpg,Microtendipes pedellus,1217-HIJ B7C1 22-23 ,125.462257
2738,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1221-HIJ B7C1 22-23 4ml_1.czi - ScanRegion16.jpg,Microtendipes pedellus,1221-HIJ B7C1 22-23 ,86.985413
2739,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1222-HIJ B7C1 22-23 4ml_1.czi - ScanRegion16.jpg,Microtendipes pedellus,1222-HIJ B7C1 22-23 ,201.78714
2740,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1224-HIJ B7C1 22-23 4ml_1.czi - ScanRegion18.jpg,Microtendipes pedellus,1224-HIJ B7C1 22-23 ,124.89724
2741,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1227-HIJ B7C1 22-23 4ml_1.czi - ScanRegion18.jpg,Microtendipes pedellus,1227-HIJ B7C1 22-23 ,209.697403
2742,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1228-HIJ B7C1 22-23 4ml_1.czi - ScanRegion18.jpg,Microtendipes pedellus,1228-HIJ B7C1 22-23 ,139.599579
2743,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1229-HIJ B7C1 22-23 4ml_1.czi - ScanRegion18.jpg,Microtendipes pedellus,1229-HIJ B7C1 22-23 ,222.060791
2744,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1244-HIJ B7C1 22-23 4ml_1.czi - ScanRegion3.jpg,Microtendipes pedellus,1244-HIJ B7C1 22-23 ,142.885147
2745,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1249-HIJ B7C1 22-23 4ml_1.czi - ScanRegion7.jpg,Microtendipes pedellus,1249-HIJ B7C1 22-23 ,94.407463
2746,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1250-HIJ B7C1 22-23 4ml_1.czi - ScanRegion8.jpg,Microtendipes pedellus,1250-HIJ B7C1 22-23 ,173.104355
2747,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1252-HIJ B7C1 22-23 4ml_1.czi - ScanRegion9.jpg,Microtendipes pedellus,1252-HIJ B7C1 22-23 ,152.183929
2748,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1263-HIJ B7C1 22-23 4ml_2.czi - ScanRegion2.jpg,Microtendipes pedellus,1263-HIJ B7C1 22-23 ,234.420532
2749,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1266-HIJ B7C1 22-23 4ml_2.czi - ScanRegion2.jpg,Microtendipes pedellus,1266-HIJ B7C1 22-23 ,80.480865
2750,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1267-HIJ B7C1 22-23 4ml_2.czi - ScanRegion2.jpg,Microtendipes pedellus,1267-HIJ B7C1 22-23 ,93.476067
2751,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1272-HIJ B7C1 22-23 4ml_2.czi - ScanRegion2.jpg,Microtendipes pedellus,1272-HIJ B7C1 22-23 ,150.938751
2752,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1294-HIJ B7C1 22-23 4ml_2.czi - ScanRegion5.jpg,Microtendipes pedellus,1294-HIJ B7C1 22-23 ,112.382202
2753,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1299-HIJ B7C1 22-23 4ml_2.czi - ScanRegion5.jpg,Microtendipes pedellus,1299-HIJ B7C1 22-23 ,112.677071
2754,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1304-HIJ B7C1 22-23 4ml_3.czi - ScanRegion4.jpg,Microtendipes pedellus,1304-HIJ B7C1 22-23 ,125.786774
2755,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1307-HIJ B7C1 22-23 4ml_3.czi - ScanRegion4.jpg,Microtendipes pedellus,1307-HIJ B7C1 22-23 ,126.547096
2756,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1313-HIJ B7C1 26-27 4ml.czi - ScanRegion10.jpg,Microtendipes pedellus,1313-HIJ B7C1 26-27 ,95.654953
2757,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1316-HIJ B7C1 26-27 4ml.czi - ScanRegion10.jpg,Microtendipes pedellus,1316-HIJ B7C1 26-27 ,75.232651
2758,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1318-HIJ B7C1 26-27 4ml.czi - ScanRegion10.jpg,Microtendipes pedellus,1318-HIJ B7C1 26-27 ,237.646423
2759,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1324-HIJ B7C1 26-27 4ml.czi - ScanRegion14.jpg,Microtendipes pedellus,1324-HIJ B7C1 26-27 ,134.101364
2760,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1325-HIJ B7C1 26-27 4ml.czi - ScanRegion15.jpg,Microtendipes pedellus,1325-HIJ B7C1 26-27 ,204.540939
2761,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1329-HIJ B7C1 26-27 4ml.czi - ScanRegion16.jpg,Microtendipes pedellus,1329-HIJ B7C1 26-27 ,206.618744
2763,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1336-HIJ B7C1 26-27 4ml.czi - ScanRegion19.jpg,Microtendipes pedellus,1336-HIJ B7C1 26-27 ,310.457062
2764,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1338-HIJ B7C1 26-27 4ml.czi - ScanRegion20.jpg,Microtendipes pedellus,1338-HIJ B7C1 26-27 ,240.793259
2765,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1339-HIJ B7C1 26-27 4ml.czi - ScanRegion20.jpg,Microtendipes pedellus,1339-HIJ B7C1 26-27 ,76.96048
2766,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1340-HIJ B7C1 26-27 4ml.czi - ScanRegion21.jpg,Microtendipes pedellus,1340-HIJ B7C1 26-27 ,130.860611
2767,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1341-HIJ B7C1 26-27 4ml.czi - ScanRegion21.jpg,Microtendipes pedellus,1341-HIJ B7C1 26-27 ,126.858948
2769,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1346-HIJ B7C1 26-27 4ml.czi - ScanRegion22.jpg,Microtendipes pedellus,1346-HIJ B7C1 26-27 ,75.281143
2770,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1349-HIJ B7C1 26-27 4ml.czi - ScanRegion23.jpg,Microtendipes pedellus,1349-HIJ B7C1 26-27 ,103.731094
2771,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1352-HIJ B7C1 26-27 4ml.czi - ScanRegion25.jpg,Microtendipes pedellus,1352-HIJ B7C1 26-27 ,67.398354
2772,D:\insectPtemp_repo\images\Hijkermeer\images_20250717_210044\Microtendipes pedellus half\1353-HIJ B7C1 26-27 4ml.czi - ScanRegion2.jpg,Microtendipes pedellus,1353-HIJ B7C1 26-27 ,159.68544
